,DESCRICAO_UE,SIGLA_UE,SIGLA_UF
397181,CHAPADA DA NATIVIDADE,73482,TO
397242,CHAPADA DE AREIA,73474,TO
397269,COLINAS DO TOCANTINS,93114,TO
397322,COLMEIA,95290,TO
397361,COMBINADO,92142,TO
397388,CONCEICAO DO TOCANTINS,93130,TO
397416,COUTO DE MAGALHAES,93211,TO
397491,CRISTALANDIA,93238,TO
397527,CRIXAS DO TOCANTINS,73555,TO
397566,DARCYNOPOLIS,73032,TO
397604,DIANOPOLIS,93416,TO
397641,DIVINOPOLIS DO TOCANTINS,92185,TO
397695,DOIS IRMAOS DO TOCANTINS,93459,TO
397738,DUERE,93475,TO
397773,ESPERANTINA,73296,TO
397824,FATIMA,96830,TO
397863,FIGUEIROPOLIS,96679,TO
397892,FILADELFIA,93556,TO
397934,FORMOSO DO ARAGUAIA,93653,TO
398014,FORTALEZA DO TABOCAO,73199,TO
398044,GOIANORTE,92240,TO
398073,GOIATINS,95338,TO
398138,GUARAI,96270,TO
398174,GURUPI,93858,TO
398264,IPUEIRAS,73598,TO
398302,ITACAJA,94056,TO
398337,ITAGUATINS,94099,TO
398378,ITAPIRATINS,73202,TO
398397,ITAPORA DO TOCANTINS,94170,TO
398417,JAU DO TOCANTINS,73369,TO
398455,JUARINA,73253,TO
398489,LAGOA DA CONFUSAO,73385,TO
398558,LAGOA DO TOCANTINS,73113,TO
398597,LAJEADO,73407,TO
398649,LAVANDEIRA,73601,TO
398671,LIZARDA,95699,TO
398704,LUZINOPOLIS,73520,TO
398733,MARIANOPOLIS DO TOCANTINS,92304,TO
398783,MATEIROS,73270,TO
398834,MAURILANDIA DO TOCANTINS,73059,TO
398880,MIRACEMA DO TOCANTINS,94617,TO
398950,MIRANORTE,94633,TO
399019,MONTE DO CARMO,94692,TO
399088,MONTE SANTO,73563,TO
399131,MURICILANDIA,73342,TO
399184,NATIVIDADE,94811,TO
399236,NAZARE,94838,TO
399264,NOVA OLINDA,96636,TO
399311,NOVA ROSALANDIA,92401,TO
399346,NOVO ACORDO,94994,TO
399387,NOVO ALEGRE,73148,TO
399414,NOVO JARDIM,73172,TO
399444,OLIVEIRA DE FATIMA,73466,TO
399474,PALMAS,73440,TO
399678,PALMEIRANTE,73083,TO
399707,PALMEIRAS DO TOCANTINS,73040,TO
399765,PALMEIROPOLIS,96490,TO
399805,PARAISO DO TOCANTINS,95192,TO
399874,PARANA,95214,TO
399908,PAU D'ARCO,73261,TO
399950,PEDRO AFONSO,95257,TO
399992,PEIXE,95273,TO
400035,PEQUIZEIRO,92487,TO
400075,PINDORAMA DO TOCANTINS,95370,TO
400105,PIRAQUE,73016,TO
400139,PIUM,95478,TO
400175,PONTE ALTA DO BOM JESUS,95516,TO
400224,PONTE ALTA DO TOCANTINS,95532,TO
400274,PORTO ALEGRE DO TOCANTINS,92509,TO
400304,PORTO NACIONAL,95591,TO
400422,PRAIA NORTE,92525,TO
400460,PRESIDENTE KENNEDY,96296,TO
400483,PUGMIL,73571,TO
400533,RECURSOLANDIA,73229,TO
400566,RIACHINHO,73024,TO
400609,RIO DA CONCEICAO,73431,TO
400645,RIO DOS BOIS,73415,TO
400688,RIO SONO,96792,TO
400735,SAMPAIO,92541,TO
400777,SANDOLANDIA,73156,TO
400813,SANTA FE DO ARAGUAIA,73350,TO
400859,SANTA MARIA DO TOCANTINS,73130,TO
400897,SANTA RITA DO TOCANTINS,73547,TO
400931,SANTA ROSA DO TOCANTINS,92584,TO
400976,SANTA TEREZA DO TOCANTINS,92606,TO
401009,SANTA TEREZINHA DO TOCANTINS,73539,TO
401040,SAO BENTO DO TOCANTINS,73288,TO
401067,SAO FELIX DO TOCANTINS,73105,TO
401101,SAO MIGUEL DO TOCANTINS,73180,TO
401165,SAO SALVADOR DO TOCANTINS,73393,TO
401200,SAO SEBASTIAO DO TOCANTINS,96032,TO
401242,SAO VALERIO DA NATIVIDADE,92681,TO
401287,SILVANOPOLIS,96598,TO
401326,SITIO NOVO DO TOCANTINS,96130,TO
401356,SUCUPIRA,73377,TO
401393,TAGUATINGA,96156,TO
401441,TAIPAS DO TOCANTINS,73164,TO
401483,TALISMA,73504,TO
401534,TOCANTINIA,96199,TO
401577,TOCANTINOPOLIS,96210,TO
401621,TUPIRAMA,73458,TO
401653,TUPIRATINS,73237,TO
401685,WANDERLANDIA,96652,TO
401740,XAMBIOA,96431,TO
