obs,APPLE,DATE,EXXON_MOBIL,FORD,GEN_ELECTRIC,INTEL,MICROSOFT,NETFLIX,NOKIA,SP500,YAHOO
1086,345.700008,734293,80.610001,13.99,18.709999,21.74,23.889999,273.369995,6.59,1300.26001,15.65
1087,338.17001,734294,80.610001,14.17,18.540001,22.040001,24.09,262.749992,6.37,1286.310059,15.54
1088,331.78001,734295,81.239998,13.96,18.49,21.959999,23.9,263.259991,6.23,1284.630005,15.37
1089,333.250004,734296,80.949997,13.74,18.549999,21.870001,24.01,262.219994,6.28,1279.630005,15.18
1090,330.549995,734297,80,13.68,18.51,21.73,24.02,261.620007,6.23,1288.599976,15.27
1091,327.200012,734300,80.050003,13.14,18.309999,21.43,23.790001,259.779991,6.33,1271.310059,15.2
1092,329.999996,734301,79.529999,13.29,18.530001,21.6,24.299999,259.799992,5.99,1272.219971,15.26
1093,329.750004,734302,78.589996,13.3,18.469999,21.68,24,259.480011,5.87,1287.869995,15.01
1094,326.900005,734303,79.849998,13.05,18.209999,21.459999,23.75,256.450008,6.14,1265.530029,15.01
1095,328.990013,734304,78.650002,12.94,18.629999,21.68,24.219999,251.049992,5.93,1268.579956,14.98
1096,317.360001,734307,80.230003,12.66,18.34,21.190001,24.17,241.860008,5.95,1271.5,14.66
1097,316.680012,734308,80.160004,13.08,18.6,21.459999,24.52,245.690002,6.14,1278.400024,15.03
1098,325.159992,734309,78.739998,13.39,18.690001,21.540001,24.6,251.799995,5.86,1295.47998,15.29
1099,318.94001,734310,78.550003,13.12,18.34,21.200001,24.440001,245.140003,6.03,1286.599976,15.08
1100,331.369987,734311,76.879997,13.52,18.42,21.610001,24.51,257.000008,5.98,1283.040039,15.08
1101,327.590008,734314,78.57,13.35,18.01,21.17,24.23,254.900013,6.05,1268.439941,14.87
1102,333.650013,734315,79.849998,13.55,18.33,21.42,25.299999,261.919987,6.19,1280.209961,14.95
1103,336.040001,734316,80.389999,13.41,18.540001,21.530001,25.709999,266.990009,6.39,1296.849976,14.96
1104,334.699997,734317,81.190002,13.46,18.59,21.48,25.74,264.699997,6.39,1307.640015,14.98
1105,335.950012,734318,81.300003,13.92,18.860001,22.209999,25.93,262.05999,6.26,1320.640015,15.08
1106,343,734322,81.400002,14.07,19.219999,22.690001,26.1,275.999989,6.35,1339.589966,15.4
1107,348.949989,734323,82.269997,14.13,18.969999,22.450001,25.969999,286.650005,6.44,1337.560059,15.53
1108,354.669987,734324,81.580002,14.13,19.23,22.889999,26.49,293.43,6.3,1339.619995,15.78
1109,353.339996,734325,81.300003,13.86,19.08,22.959999,26.540001,288.260002,5.99,1352.390015,15.62
1110,356.340012,734328,81.510002,13.64,18.719999,22.84,26.620001,294.830006,5.89,1343.310059,15.43
1111,353.529987,734329,82.269997,13.13,18.43,22.620001,26.549999,291.929993,5.66,1319.609985,15.01
1112,358.32999,734330,83.050003,13.3,18.530001,22.57,26.6,300.699993,5.71,1314.449951,15.01
1113,361.009998,734331,82.419998,13.33,18.65,22.559999,26.620001,299.499992,5.58,1317.73999,14.88
1114,361.170002,734332,82.290001,13.14,18.549999,22.27,26.469999,287.959995,5.46,1308.869995,14.75
1115,365.429993,734335,82.900002,13.02,18.33,22.290001,26.629999,282.460003,5.46,1315.939941,14.68
1116,378,734336,83.839996,13,18.4,22.440001,26.809999,284.000011,5.74,1307.069946,14.57
1117,396.119987,734337,83.860001,13.19,18.75,23.1,27.280001,282.999989,5.94,1328.660034,14.15
1118,386.950005,734338,85.199997,13.16,18.98,22.35,27.040001,281.500008,5.98,1325.650024,13.5
1119,388.319996,734339,84.199997,13.29,19.43,22.940001,26.860001,272.990013,5.76,1343.800049,13.65
1120,390.350002,734342,84.669998,13.04,18.969999,22.940001,27.26,280.57,5.8,1344.319946,13.84
1121,399.999996,734343,83.790001,13.3,19,23.030001,27.82,255.600002,5.79,1337.390015,13.7
1122,400.589996,734344,81.739998,12.8,18.469999,22.65,27.879999,269.569988,5.71,1331.910034,13.87
1123,391.619991,734345,80.790001,12.4,18.139999,22.469999,27.290001,264.330002,5.75,1304.839966,13.6
1124,387.640007,734346,80.82,12.11,17.99,22.35,27.52,261.090008,5.79,1300.119995,13.89
1125,397.779999,734349,78.900002,12.75,18.389999,22.57,27.51,268.540005,5.39,1292.589966,13.24
1126,397.650009,734350,77.940002,12.28,17.74,22.01,26.98,261.740009,5.45,1286.560059,12.96
1127,390.980003,734351,76.68,11.92,17.25,21.6,26.83,257.499992,5.2,1254.25,12.77
1128,389.410007,734352,75.010002,11.49,17.190001,21.469999,26.530001,257.049995,5.26,1260.22998,12.8
1129,380.440002,734353,72.739998,11.05,16.66,21,25.969999,248.540001,4.99,1200.280029,12.08
1130,361.689987,734356,70.790001,10.02,15.67,20.24,25.02,229.949989,5.09,1198.47998,11.43
1131,361.299992,734357,70.739998,10.5,15.59,20.280001,24.709999,227.159992,5.1,1120.22998,11.3
1132,371.14999,734358,68.809998,10.82,15.85,20.27,24.950001,233.500004,4.87,1171.77002,11.77
1133,370.519989,734359,72.360001,10.48,15.15,20.139999,24.5,235.110001,5.32,1121.300049,11.89
1134,378.069988,734360,73.040001,11.29,16.040001,20.780001,25.129999,247.039993,5.96,1172.869995,12.81
1135,379.629997,734363,73.349998,11.29,16.17,20.75,25.24,245.670002,6.19,1178.859985,13.63
1136,381.52,734364,74.290001,11.23,16.24,20.74,25.219999,244.329998,5.95,1204.219971,13.34
1137,382.310005,734365,72.410004,11.34,16.299999,20.58,25.25,240.609993,5.71,1192.890015,13.49
1138,370.839996,734366,70.07,10.67,15.74,20.15,24.57,223.4,5.76,1189.619995,13.02
1139,362.169998,734367,72.150002,10.05,15.1,19.610001,24.41,214.370007,5.94,1140.469971,12.75
1140,364.509998,734370,70.599998,10.39,15.55,19.549999,24.42,212.370001,5.97,1123.550049,13.16
1141,360.299995,734371,72.959999,10.16,15.17,19.360001,24.030001,206.999998,6.03,1124.359985,12.91
1142,373.46999,734372,73.639999,10.31,15.48,19.58,24.65,219.040007,6.06,1162.160034,13.28
1143,365.079998,734373,70.879997,10.53,15.94,19.83,25.08,217.790005,5.8,1176.689941,13.12
1144,371.169991,734374,73.330002,10.18,15.4,19.43,24.51,214.379993,6.03,1158.849976,12.8
1145,388.179993,734377,73.589996,10.64,15.79,19.940001,25.530001,226.970001,6.15,1177.910034,12.9
1146,388.250008,734378,74.360001,10.87,15.95,20.190001,25.73,224.500011,6.51,1209.76001,13.3
1147,390.570007,734379,74.150002,11.03,16.24,20.23,26.290001,238.930008,6.69,1213,13.91
1148,385.819992,734380,72.110001,11.14,16.309999,20.280001,26.459999,234.529987,6.38,1219.119995,13.67
1149,374.740005,734381,70.139999,10.53,15.85,19.799999,25.780001,208.709997,6.02,1203.900024,13.12
1150,367.37001,734385,72.239998,10.02,15.25,19.25,25.200001,209.100006,6.34,1173.969971,12.52
1151,385.560013,734386,73.389999,10.44,15.5,20.02,25.690001,221.489996,6.46,1165.849976,13.75
1152,382.399994,734387,72.169998,10.49,15.69,20.049999,26,214.059999,6.18,1197.97998,13.57
1153,383.929989,734388,70.339996,10.11,15.38,19.75,26,210.220005,5.79,1185.369995,14.36
1154,372.999992,734391,71.760002,9.86,15.01,19.530001,25.440001,201.310001,5.84,1153.5,14.12
1155,382.139988,734392,71.959999,10.16,15.02,20.32,25.92,209.959999,5.93,1162.589966,14.3
1156,387.019993,734393,73.43,10.25,15.48,20.889999,26.17,209.070005,6.28,1173.319946,14.47
1157,391.43,734394,74.519997,10.45,15.9,21.309999,26.73,176.73,6.2,1189.439941,14.73
1158,395.540001,734395,72.910004,10.62,16.219999,21.65,27.049999,167.799995,5.84,1209.209961,15.09
1159,397.000008,734398,73.870003,10.34,15.98,21.77,26.799999,156.689995,5.95,1214.98999,14.76
1160,415.250011,734399,73.879997,10.61,16.25,21.99,27.309999,141.400005,5.82,1204.5,14.53
1161,419.639992,734400,69.940002,10.4,15.97,22.18,27.049999,130.379993,5.36,1203.630005,14.38
1162,401.030006,734401,68.459999,9.79,14.96,21.549999,25.299999,132.129993,5.14,1164.550049,14.2
1163,400.280003,734402,70.010002,9.46,14.9,21.389999,24.9,128.049994,5.36,1128.819946,14.23
1164,399.859993,734405,73.330002,9.96,15.4,22.16,25.190001,136.219994,5.68,1136.910034,14.79
1165,408.729996,734406,72.43,10.32,15.81,22.5,25.66,134.380005,5.68,1163.319946,14.92
1166,400.189987,734407,73.120003,10.18,15.75,22.610001,25.93,128.540005,5.79,1175.390015,14.61
1167,401.919987,734408,72.760002,10.14,15.82,22.379999,25.98,128.069994,5.59,1151.73999,14.34
1168,387.119995,734409,72.050003,9.89,15.65,21.93,25.200001,109.220003,5.72,1159.930054,13.21
1169,380.369987,734412,70.25,9.66,15.1,21.18,24.719999,115.140005,5.22,1131.209961,13.7
1170,374.569988,734413,72.669998,9.22,14.49,20.450001,24.299999,114.679995,5.39,1097.420044,14
1171,367.860008,734414,73.300003,10.07,14.94,21.25,25.42,115.590002,5.56,1124.030029,14.66
1172,373.330013,734415,74.470001,10.61,15.27,21.92,25.9,119.700003,5.97,1144.109985,15.16
1173,375.780003,734416,74.730003,11.04,15.7,22.07,26.34,122.999998,6.08,1165.030029,15.64
1174,379.090012,734419,75.779999,10.93,15.79,22.48,26.58,127.559996,6.1,1158.150024,15.86
1175,392.57,734420,76.739998,11.17,15.98,22.76,26.860001,109.319999,6.38,1194.599976,15.79
1176,407.340004,734421,76.220001,11.4,16.25,23,27.18,109.400001,6.33,1196.189941,15.93
1177,404.980003,734422,77.099998,11.39,16.23,23.02,26.76,112.6,6.33,1206.959961,15.76
1178,416.829994,734423,77.870003,11.58,16.42,23.440001,27.309999,121.470003,6.21,1205.650024,16.129999
1179,421.740013,734426,77.57,11.71,16.49,23.32,27.110001,115.909996,6.02,1224.469971,15.95
1180,421.759987,734427,78.57,11.41,16.25,23.17,26.940001,117.25,6.12,1200.75,15.72
1181,401.349987,734428,78.32,11.77,16.709999,24.01,27.370001,110.660003,6.66,1223.459961,16.040001
1182,399.999996,734429,79.589996,11.66,16.57,23.879999,27.26,110.050002,6.45,1209.920044,16.200001
1183,398.100006,734430,79.919998,11.86,16.370001,23.860001,27.15,113.689999,6.61,1215.390015,16.379999
1184,396.179989,734433,79.830002,12.31,16.370001,24.049999,27.059999,119.100002,6.71,1238.719971,16.57
1185,405.029991,734434,80.160004,12.58,16.459999,24.469999,27.08,74.899999,6.9,1254.189941,16.66
1186,401.76001,734435,81.910004,12.09,16.41,24.799999,27.030001,78.73,7.22,1229.170044,16.33
1187,407.560009,734436,80.989998,12.29,16.959999,24.93,27.129999,82.179998,7.12,1243.969971,16.559999
1188,403.000011,734437,80.589996,11.97,17.190001,24.870001,27.139999,80.280002,7.03,1284.390015,16.41
1189,402.419998,734440,75.82,11.8,16.98,24.57,26.76,83.639998,6.25,1284.959961,16.059999
1190,397.410004,734441,77.370003,11.33,16.129999,24.110001,26.190001,80.109998,6.46,1251,14.95
1191,400.090012,734442,78.190002,11.26,16.370001,24.02,26.1,80.709998,6.65,1219.619995,15.1
1192,399.069988,734443,78.07,11.29,16.52,23.790001,26.24,84.130003,6.74,1238.25,15.2
1193,402.030003,734444,78.82,11.28,16.549999,24.040001,26.379999,91.469997,6.74,1260.819946,15.39
1194,399.910007,734447,79.25,11.2,16.370001,23.700001,26.209999,91,6.82,1253.209961,15.26
1195,402.210007,734448,77.900002,11.27,16.440001,24.48,27.01,91.229999,6.53,1261.119995,15.87
1196,396.969994,734449,78.529999,11.2,16.15,24.24,26.59,89.000001,6.53,1275.180054,16.17
1197,397.029995,734450,79.629997,11.17,16.08,24.139999,26.469999,89.290001,6.6,1229.589966,16.18
1198,386.609997,734451,79.529999,11.15,16.24,24.309999,26.58,85.899997,6.62,1240.119995,15.96
1199,383.519993,734454,78.860001,11.12,16.219999,24.780001,26.879999,87.989998,6.47,1263.849976,16.17
1200,380.800011,734455,78.239998,10.93,16.030001,24.66,26.559999,85.15,6.59,1251.699951,15.93
1201,389.250004,734456,78.120003,10.8,16.07,25.129999,26.469999,86.460003,6.6,1257.810059,15.8
1202,383.980003,734457,78.220001,10.54,15.98,24.9,26.01,80.77,6.55,1236.560059,15.69
1203,378.919994,734458,76.529999,10.28,15.77,24.17,25.48,76.7,6.31,1216.189941,15.57
1204,370.400013,734461,76.379997,9.99,15.48,24.030001,25.24,77,5.81,1215.619995,15.19
1205,371.02,734462,75.029999,10.02,15.29,23.379999,24.889999,69.210002,5.59,1192.97998,14.88
1206,374.509987,734463,74.510002,9.97,14.91,23.040001,24.610001,69.649999,5.36,1187.47998,15.2
1207,368.419994,734465,75.839996,9.81,14.76,22.549999,24.379999,68.169998,5.69,1161.410034,15
1208,372.349991,734468,76.410004,10.15,15.23,23.280001,24.940001,67.200003,5.6,1158.670044,15.24
1209,375.840004,734469,78.419998,10.03,14.91,23.49,24.82,69.329998,5.69,1192.560059,15.6
1210,381.290009,734470,80.199997,10.33,15.31,24.280001,25.370001,69.029998,5.8,1196.719971,15.9
1211,382.539997,734471,80.669998,10.51,15.89,24.870001,25.559999,64.419999,5.69,1246.910034,16.42
1212,389.82999,734472,80.879997,10.79,16.040001,25.01,25.59,66.22,5.52,1246.030029,16.309999
1213,393.489994,734475,80.629997,11.16,16.35,25.030001,25.780001,66.949997,5.35,1244.329956,16.110001
1214,392.509998,734476,80.610001,11.1,16.5,25.09,25.809999,70.080002,5.27,1257.189941,15.9
1215,389.929993,734477,80.75,11,16.68,25.33,25.67,68.300001,5.09,1258.140015,15.82
1216,391.450001,734478,80.629997,10.96,16.58,25.450001,25.48,71.530002,5,1260.869995,15.6
1217,392.850006,734479,80.730003,10.94,16.379999,24.41,25.52,69.540003,5.02,1234.47998,15.61
1218,391.679993,734482,80.610001,10.87,16.709999,24.18,25.41,69.740001,5.08,1255.050049,15.71
1219,392.999996,734483,79.589996,10.92,16.559999,24.049999,25.75,75.449998,5.07,1236.829956,15.54
1220,386.700012,734484,79.93,10.33,16.34,23.48,25.719999,69.579997,4.98,1225.72998,15.19
1221,383.330002,734485,80.739998,10.31,16.82,23.58,25.719999,71.600003,4.83,1212.119995,15.21
1222,380.360001,734486,80.239998,10.32,16.940001,23.469999,25.67,70.189998,4.71,1216.089966,15.05
1223,382.470009,734489,80.660004,10.25,16.969999,23.389999,26.02,69.790002,4.75,1219.73999,14.95
1224,387.76001,734490,82.019997,10.21,17.049999,23.49,25.860001,68.650002,4.81,1205.719971,14.68
1225,396.689987,734491,83.559998,10.38,17.32,23.950001,26.01,71.290003,4.85,1241.25,15.15
1226,397.000008,734492,84.279999,10.78,17.700001,23.83,25.82,71.119999,4.92,1243.719971,16.360001
1227,399.690002,734493,84.970001,10.99,18.02,24.129999,25.91,74.130001,4.86,1254,16.049999
1228,403.099987,734497,85.150002,10.87,18.18,24.450001,25.959999,72.299999,4.8,1265.02002,16.16
1229,406.890007,734498,84.089996,10.82,18,24.52,26.110001,70.519999,4.76,1265.380005,16.030001
1230,403.399994,734499,85.160004,10.56,17.809999,24.360001,25.950001,68.979997,4.78,1249.75,15.95
1231,403.51001,734500,85.970001,10.64,18.030001,24.43,26,69.11,5.17,1262.819946,16.18
1232,409.399998,734504,85.790001,11,18.23,24.620001,26.549999,70.28,5.03,1258.859985,16.27
1233,410.000011,734505,85.639999,11.15,18.309999,24.57,26.82,72.35,5.22,1277.030029,16.120001
1234,414.950005,734506,85.919998,11.33,18.459999,25.059999,27.379999,79.420002,5.35,1277.300049,15.6
1235,419.770008,734507,85,11.74,18.73,25.209999,27.530001,79.120002,5.21,1280.930054,15.64
1236,425.499992,734510,86.07,11.83,18.74,25.4,28.049999,89.610002,5.34,1277.829956,15.59
1237,425.909988,734511,85.099998,12,19.01,25.709999,27.93,99.800001,5.33,1280.77002,15.57
1238,422.680008,734512,84.389999,11.74,18.549999,25.43,27.43,94.989998,5.33,1292.02002,15.56
1239,422.279999,734513,84.160004,12.16,18.959999,25.85,27.870001,92.48,5.22,1292.47998,15.58
1240,419.699993,734514,85.75,12.01,18.780001,25.690001,27.93,91.469997,5.41,1294.819946,15.65
1241,424.199989,734518,85.300003,12.2,18.99,25.18,28.4,96.000001,5.65,1290.219971,15.63
1242,426.959999,734519,86.339996,12.03,18.58,25.129999,28.309999,93.180003,5.61,1293.650024,15.87
1243,430.150005,734520,87.080002,12.48,19.030001,25.52,28.16,99.659998,5.68,1308.069946,15.9
1244,427.489998,734521,87.5,12.55,18.809999,25.870001,28.82,102.599998,5.63,1314.48999,16.110001
1245,422.669994,734524,87.080002,12.69,19.09,26.35,29.549999,98.710003,5.27,1315.290039,15.85
1246,425.10001,734525,86.769997,12.56,18.84,26.700001,29.469999,92.099998,5.2,1315.959961,15.57
1247,454.439987,734526,87.639999,12.8,18.83,26.84,29.07,92.699999,5.46,1314.400024,15.6
1248,448.360008,734527,86.239998,13.03,19.26,26.950001,29.610001,113.900003,5.23,1326.280029,15.63
1249,444.339996,734528,85.269997,11.96,19,26.66,29.450001,115.799994,4.97,1318.25,15.5
1250,445.709988,734531,84.919998,12.06,18.83,26.51,28.969999,124.759998,5.07,1316.160034,15.61
1251,455.589973,734532,84.230003,12.47,18.98,26.790001,29.66,124.990004,5.1,1313.530029,15.54
1252,458.410011,734533,84.279999,12.73,18.940001,26.74,29.790001,121.410002,5.04,1312.449951,15.57
1253,455.899994,734534,84.239998,12.4,18.85,26.59,29.9,123.499996,5.06,1324.23999,15.76
1254,457.300026,734535,84.870003,12.47,19,26.67,30.139999,125.000004,5,1326.209961,15.94
1255,458.379997,734538,85.220001,12.85,18.99,26.549999,30.040001,123.220003,5.15,1344.319946,15.94
1256,465.250008,734539,85.830002,12.93,19.02,26.629999,30.15,128.729996,5.16,1344.329956,15.84
1257,470.500008,734540,85.330002,12.91,19.190001,26.66,30.26,125.869997,5.17,1347.040039,15.96
1258,480.760002,734541,84.019997,12.89,19.309999,26.91,30.68,124.410004,5.01,1349.969971,16.1
1259,490.960022,734542,84.339996,12.52,18.99,26.74,30.639999,124.049995,5.05,1351.209961,16.02
1260,499.529991,734545,84.419998,12.74,19.030001,26.83,30.629999,124.970003,5.1,1343.060059,16.129999
1261,504.659988,734546,84.860001,12.46,18.93,26.57,30.33,118.99,5.15,1351.300049,16.07
1262,514.259995,734547,84.449997,12.47,19.01,26.879999,30.33,123.629999,5.13,1350.52002,15.23
1263,491.500008,734548,86.07,12.38,18.860001,26.4,30.309999,122.209993,5.34,1342.609985,15.25
1264,503.109993,734549,86.040001,12.84,19.18,26.860001,31.200001,122.130005,5.54,1358.060059,15.41
1265,506.880013,734553,86.839996,12.74,19.42,27.34,31.18,123.850004,5.6,1361.219971,15.04
1266,513.079994,734554,86.580002,12.49,19.43,27.059999,31.450001,114.91,5.44,1362.109985,14.68
1267,515.079987,734555,87.370003,12.27,19.07,26.559999,31.200001,111.550003,5.79,1357.530029,14.55
1268,519.669998,734556,87.150002,12.43,19.360001,26.719999,31.48,112.879993,5.44,1363.459961,14.86
1269,521.309982,734559,87.230003,12.11,19.02,26.52,31.24,108.050003,5.44,1365.199951,14.74
1270,527.960014,734560,87.449997,12.34,19.120001,26.93,31.41,108.409998,5.35,1367.560059,14.93
1271,541.560005,734561,86.470001,12.28,19.18,27.25,31.889999,113.079998,5.31,1372.199951,14.89
1272,548.169983,734562,86.660004,12.48,19.15,27.059999,31.93,109.1,5.21,1365.900024,14.89
1273,544.240013,734563,86.169998,12.74,19.139999,26.9,32.310001,112.489998,5.21,1374.089966,14.89
1274,545.420013,734566,86.239998,12.67,18.950001,26.91,32.009998,114.699995,4.98,1369.589966,14.66
1275,523.659996,734567,86.010002,12.23,18.6,26.25,31.540001,109.490003,5.04,1363.630005,14.61
1276,536.800003,734568,85,12.21,18.58,26.58,31.67,111.440001,5.05,1343.390015,14.48
1277,534.689995,734569,85.059998,12.41,18.98,27,32.040001,105.950002,5.1,1352.650024,14.7
1278,544.209999,734570,84.5,12.53,19.02,26.940001,32.099998,106.999999,5.02,1365.969971,14.63
1279,548.979988,734573,85.889999,12.57,19.09,27,31.969999,107.750003,5.04,1370.780029,14.66
1280,557.540024,734574,86.589996,12.48,19.200001,27.120001,32.240002,107.879999,5.02,1371.920044,14.54
1281,578.050026,734575,85.889999,12.64,19.629999,27.450001,32.529999,105.819999,5.03,1395.949951,14.54
1282,599.609985,734576,86.199997,12.9,19.870001,27.5,32.790001,105.350001,5.26,1394.170044,14.64
1283,584.719978,734577,86.080002,12.86,20.26,27.82,32.91,110.26,5.38,1402.550049,14.95
1284,598.37001,734580,86.459999,12.52,20.08,27.66,32.540001,109.510003,5.49,1404.170044,15.08
1285,599.51001,734581,86.589996,12.48,20.02,27.65,32.099998,113.910004,5.42,1409.589966,15
1286,602.73999,734582,85.480003,12.59,20.16,27.790001,31.959999,115.999998,5.22,1405.52002,15.42
1287,597.779984,734583,85.360001,12.48,19.950001,27.73,31.809999,120.029997,5.24,1402.890015,15.51
1288,600.490005,734584,86.18,12.31,19.790001,27.940001,32.099998,119.439997,5.37,1392.780029,15.52
1289,599.790016,734587,87.139999,12.45,19.98,28.01,32.189999,121.590006,5.42,1397.109985,15.46
1290,606.180016,734588,86.360001,12.51,20.120001,28.24,32.650002,122.140005,5.54,1416.550049,15.53
1291,618.379974,734589,85.32,12.35,20.02,28.129999,32.52,120.250002,5.44,1412.52002,15.45
1292,612.780006,734590,86.480003,12.33,19.82,27.75,32.060001,117.930002,5.49,1405.390015,15.19
1293,608.769981,734591,86.599998,12.55,20.07,28.389999,32.400002,115.51,5.4,1403.310059,15.37
1294,601.830009,734594,86.75,12.5,20.030001,28.040001,32.220001,114.799997,5.51,1408.469971,15.19
1295,627.300018,734595,85.300003,12.71,19.969999,28.309999,32.16,110.82,5.19,1418.97998,15.36
1296,624.349991,734596,84.559998,12.46,19.65,27.870001,31.66,111.629998,5.09,1413.089966,15.15
1297,626.980011,734597,83.980003,12.38,19.610001,27.870001,31.15,109.94,5.12,1398.790039,15.14
1298,626.130005,734601,83.75,12.26,19.1,27.73,31.219999,108.759999,5.12,1397.449951,15
1299,639.93,734602,83.110001,12.19,19.120001,27.700001,31.059999,107.32,4.36,1382.180054,15.08
1300,636.199982,734603,82.650002,11.99,19.02,27.68,30.43,103.24,4.12,1358.97998,15.08
1301,624.999992,734604,82.970001,11.94,19.01,27.969999,30.48,101.260001,4.12,1368.77002,14.9
1302,624.109985,734605,83.239998,11.98,19.18,28.35,30.889999,104.909998,3.94,1387.609985,14.99
1303,610.059998,734608,84.650002,12.01,18.98,28.26,30.99,104.609998,4.08,1370.27002,15
1304,578.93998,734609,85.059998,11.98,19.030001,28.450001,31.27,101.699998,3.99,1369.569946,14.82
1305,613.720001,734610,85.510002,11.81,19.23,27.58,31.280001,106.490001,3.83,1390.780029,15.4
1306,600.219986,734611,85.550003,11.81,19.17,27.870001,31.129999,105.070002,3.73,1385.079956,15.44
1307,591.379997,734612,84.529999,11.71,19.43,27.719999,32.150002,107.519998,3.63,1376.959961,15.41
1308,570.610016,734615,85.639999,11.15,19.059999,27.33,32.310001,104.889997,3.54,1378.530029,15.41
1309,562.609993,734616,86.650002,11.61,19.190001,27.35,32.209999,86.519998,3.75,1366.969971,15.33
1310,615.639992,734617,85.279999,11.51,19.77,27.43,31.92,88.589998,3.7,1372.109985,15.43
1311,614.269974,734618,86.5,11.71,19.43,27.799999,32.119999,85.600003,3.69,1390.640015,15.44
1312,605.069977,734619,85.959999,12.03,19.690001,28.110001,32.119999,85.709999,3.66,1400.189941,15.51
1313,597.800011,734622,86.459999,11.42,19.68,28.42,31.98,82.620002,3.69,1403.26001,15.55
1314,584.900009,734623,86.559998,11.25,19.58,28.469999,32.049999,80.290002,3.57,1397.859985,15.51
1315,580.239983,734624,86.360001,11.16,19.719999,28.82,31.85,80.739999,3.59,1405.5,15.58
1316,590.499977,734625,85.110001,11.13,19.799999,29.26,31.879999,81.810003,3.29,1402.319946,15.65
1317,577.080017,734626,84.290001,10.84,19.559999,28.32,31.450001,75.789999,3.13,1391.51001,15.25
1318,561.500008,734629,83.75,10.53,19.15,27.83,30.700001,72.499997,3.27,1368.790039,15.34
1319,569.579979,734630,83.040001,10.6,19.23,27.48,30.48,73.069997,3.18,1369.160034,15.31
1320,563.700005,734631,83.370003,10.48,19,27.08,30.190001,72.130002,3.21,1363.199951,15.17
1321,574.579987,734632,82.690002,10.83,19.120001,27.34,30.860001,74.849998,3.22,1354.579956,15.4
1322,565.000008,734633,82.269997,10.61,18.92,27.26,30.690001,72.889999,3.05,1358.109985,14.88
1323,562.569992,734636,82,10.41,18.82,27.35,30.82,77.130003,2.96,1351.930054,15.48
1324,561.45002,734637,81.959999,10.34,18.549999,27.049999,30.639999,77.779998,2.9,1338.359985,15.47
1325,554.050011,734638,82.150002,10.23,18.889999,26.91,30.309999,77.57,2.82,1330.780029,15.4
1326,545.309998,734639,82.370003,10.16,18.950001,26.469999,29.99,74.249997,2.82,1324.819946,15.26
1327,533.959991,734640,81.419998,10.08,18.950001,26.24,29.790001,72.299999,2.87,1305.050049,15.78
1328,534.499977,734643,82.139999,10.02,18.99,26.059999,29.1,69.850003,2.91,1295.72998,16
1329,569.550018,734644,81.790001,10.25,19.16,26.27,29.690001,71.800001,2.8,1316.089966,15.58
1330,557.500023,734645,82.290001,10.32,19.120001,25.469999,29.35,67.470002,2.74,1316.02002,15.19
1331,575.870003,734646,82.860001,10.5,19.15,25.57,29.16,71.520001,2.72,1318.719971,15.34
1332,564.590012,734647,82.639999,10.61,19.290001,25.719999,29.200001,70.6,2.9,1320.810059,15.4
1333,570.900009,734651,81.080002,10.69,19.290001,26.040001,29.379999,71.059998,2.8,1318.900024,15.4
1334,569.199997,734652,79.879997,10.73,19.190001,25.9,29.35,68.479999,2.69,1331.25,15.3
1335,580.740021,734653,77.870003,10.62,19.01,25.780001,29.299999,66.699998,2.65,1313.089966,15.23
1336,569.159996,734654,78.089996,10.33,18.82,25.4,28.76,60.95,2.67,1309.869995,15.04
1337,561.500008,734657,77.589996,10.15,18.440001,25.280001,28.620001,63.249999,2.65,1278.290039,14.9
1338,561.269989,734658,78.370003,10.01,18.08,25.040001,28.51,65.009999,2.81,1277.819946,15
1339,567.770004,734659,80.980003,10.29,18.389999,25.51,28.879999,65.660001,2.88,1285.609985,15.14
1340,577.290009,734660,80.080002,10.73,19.09,26.370001,29.639999,66.600002,2.96,1316.150024,15.47
1341,571.599998,734661,81.620003,10.48,18.98,25.879999,29.209999,64.369998,2.95,1314.98999,15.52
1342,587.719994,734664,80.739998,10.77,19.35,26.549999,29.73,66.389997,2.83,1325.719971,15.73
1343,574.459984,734665,80.940002,10.47,19.16,26.120001,29.1,63.259999,2.79,1309.400024,15.35
1344,574.520012,734666,80.860001,10.39,19.25,26.459999,29.219999,62.599998,2.44,1324.02002,15.47
1345,571.23999,734667,82.57,10.27,19.360001,26.58,29.33,62.790002,2.37,1314.880005,15.3
1346,570.999985,734668,82.510002,10.4,19.870001,27.02,29.59,63.27,2.48,1329.189941,15.44
1347,570.959984,734671,83.730003,10.35,19.879999,27.290001,29.99,65.06,2.52,1342.420044,15.33
1348,583.400002,734672,84.400002,10.37,19.870001,27.59,30.190001,66.900002,2.51,1344.829956,15.52
1349,588.209991,734673,85.040001,10.58,20,27.48,30.93,69.480001,2.49,1358.040039,15.69
1350,585.439995,734674,82.68,10.65,19.99,27.51,30.959999,68.26,2.41,1355.430054,15.74
1351,579.040009,734675,81.220001,10.35,19.68,26.879999,30.299999,66.240001,2.24,1325.920044,15.53
1352,577.299995,734678,81.510002,10.13,19.48,26.6,30.299999,67.810003,2.11,1334.900024,15.51
1353,571.329979,734679,82.809998,10.06,19.540001,26.16,30,67.210003,2.21,1314.089966,15.4
