obs,APPLE,DATE,EXXON_MOBIL,FORD,GEN_ELECTRIC,INTEL,MICROSOFT,NETFLIX,NOKIA,SP500,YAHOO
1,84.630001,732720,75.190002,8.45,35.93,20.959999,29.17,22.9,22.91,1443.910034,29.690001
2,85.44,732721,75.260002,8.55,36.360001,21.209999,29.58,22.48,22.950001,1455.150024,30.82
3,85.250002,732722,74.900002,8.54,36.07,21.26,28.91,22.52,23.030001,1456.77002,31
4,84.650002,732726,74.720001,8.56,35.860001,21.059999,28.629999,22.95,22.799999,1455.530029,31.799999
5,85.979999,732727,74.620003,8.67,35.990002,20.969999,28.75,23.519999,22.84,1459.599976,31.74
6,90.800002,732728,75.290001,8.48,35.82,21,29.309999,23.42,22.780001,1457.290039,31.6
7,89.159998,732729,75.519997,8.35,35.330002,20.83,29.219999,23.76,22.860001,1456.219971,31.6
8,89.84,732732,74.889999,8.31,35.259998,20.809999,28.959999,23.71,22.370001,1451.040039,32.799999
9,86.299999,732733,72.230003,8.12,35.299999,20.49,28.709999,22.77,21.790001,1449.25,31.379999
10,82.999997,732734,70.900002,7.9,34.799999,20.049999,27.950001,22.11,21.23,1398.640015,30.860001
11,84.030001,732735,70.949997,7.77,34.610001,19.52,27.82,22.359999,21.219999,1406.800049,30.129999
12,86.770003,732736,69.349998,7.75,34.93,19.51,28.02,22.83,20.790001,1403.160034,30.540001
13,85.890003,732739,70.699997,7.52,34.740002,18.98,27.49,22.01,21.450001,1387.109985,30.18
14,87.8,732740,71,7.67,34.73,19.34,27.799999,21.250001,21.43,1374.060059,30.889999
15,88.049999,732741,72.150002,7.71,34.740002,19.360001,27.76,21.5,21.639999,1395.02002,30.950001
16,88.589998,732742,71.949997,7.81,34.599998,19.280001,27.719999,21.21,21.809999,1391.880005,30.82
17,88.800003,732743,70.800003,8.05,34.57,19.360001,27.42,21.5,21.66,1401.890015,29.85
18,88.07,732746,70.370003,7.95,34.279999,19.110001,27.18,21,21.549999,1402.800049,29.299999
19,89.409997,732747,70.099998,7.84,34.27,19.290001,27.25,21,21.190001,1406.22998,29.77
20,88.599998,732748,70.709999,7.61,34.09,19.190001,26.82,20.51,21.360001,1377.859985,29.629999
21,89.960003,732749,70.769997,7.55,34.200001,19.209999,27.32,21.170001,21.92,1387.109985,29.809999
22,89.54,732750,70.120003,7.63,34.599998,19.15,27.35,21.15,22.209999,1392.280029,30.02
23,90.240003,732753,71.120003,7.58,34.5,19.200001,27.34,21.109999,21.9,1386.949951,30
24,91.350001,732754,72.440002,7.77,34.630001,19.040001,27.93,21.37,22.41,1402.040039,30
25,91.990003,732755,73.529999,7.91,34.75,19.049999,27.9,22.55,23.190001,1410.920044,30.33
26,93.730002,732756,74.660004,8.03,35.439999,19.24,28.52,23.000001,22.99,1435.040039,31.360001
27,93.35,732757,75.440002,8.06,35.790001,19.190001,28.219999,23.000001,22.959999,1434.540039,31.33
28,93.990002,732760,75.370003,7.94,35.849998,19.26,27.940001,23.75,22.790001,1436.109985,31.25
29,95.710001,732761,76.160004,7.88,35.799999,19.25,28.040001,23.33,22.549999,1437.48999,31.559999
30,94.880002,732762,75.830002,7.84,35.700001,18.98,27.58,23.62,22.92,1428.349976,31.450001
31,94.19,732763,76.239998,8.02,35.599998,19.01,27.84,23.41,22.84,1417.170044,31.709999
32,94.280002,732764,75.349998,7.97,35.560001,19.08,27.75,23.41,22.76,1422.52002,31.209999
33,94.139998,732767,76.099998,7.9,35.360001,19.15,27.889999,23.299999,22.84,1420.829956,31.219999
34,94.139998,732768,76.589996,8.09,35.43,19.219999,27.860001,23.56,23.379999,1424.27002,31.41
35,94.939997,732769,77.099998,8.04,35.369999,19.35,28.01,23.880001,23.540001,1437.75,31.610001
36,94.119998,732770,76.769997,8.02,35.130001,19.290001,28.32,24.44,23.700001,1438.939941,32
37,95.210003,732774,76.800003,8.05,35.099998,19.879999,28.58,24.23,23.620001,1443.77002,32.009998
38,93.670001,732775,77.599998,8.09,34.799999,20.1,28.5,24.48,23.790001,1444.579956,31.639999
39,93.9,732776,76.970001,8.14,35,20.59,28.299999,24.72,23.379999,1448.22998,31.65
40,92.039997,732777,77.5,8.11,35.16,20.379999,28.059999,24.450001,23.700001,1438.869995,31.26
41,90.899998,732778,77.639999,8.11,35.599998,20.41,28.43,24.57,23.99,1447.800049,31.15
42,90.569997,732781,78.269997,8.05,35.5,20.41,28.6,24.7,24.049999,1452.839966,31.68
43,92.000003,732782,78.169998,8,35.369999,20.67,28.629999,24.600001,23.799999,1468.469971,31.98
44,90.160001,732783,77.93,7.85,35.16,21.32,28.610001,21.2,24.700001,1471.469971,28.42
45,90.190001,732784,78.379997,7.82,35.049999,21.16,28.34,21.13,25,1472.47998,28.1
46,90.889997,732785,79.5,7.81,35.23,22.049999,28.98,22,24.879999,1470.689941,27.860001
47,91.59,732788,79,7.73,35.130001,22.030001,28.959999,22.03,25.139999,1484.329956,27.530001
48,93.960001,732789,78.839996,7.84,34.799999,21.950001,28.790001,21.75,25.25,1480.930054,28.030001
49,94.23,732790,80.029999,7.8,34.98,21.99,28.860001,21.71,25.559999,1480.280029,28.219999
50,101.580002,732791,80.239998,8.37,35.459999,22.129999,29.09,21.5,25.549999,1495.27002,27.98
51,98.179997,732792,80.300003,8.2,36.099998,21.92,30.17,22.200001,25.4,1494.209961,28.35
52,100.090001,732795,79.5,8.06,36.900002,21.780001,30.129999,22.200001,25.27,1494.069946,28.32
53,99.590003,732796,79.830002,8.04,36.82,21.559999,29.940001,22.130001,25.709999,1482.369995,28.25
54,99.649998,732797,79.830002,8.08,37.119999,21.809999,30.389999,21.919999,25.530001,1486.130005,27.719999
55,100.730002,732798,81,8.12,37.34,22.110001,30.6,22.03,25.370001,1495.560059,28.25
56,100.799997,732799,80.5,8.19,37.439999,21.950001,30.68,22.55,25.25,1502.349976,33.27
57,101.079997,732802,80.57,8.19,37.23,21.92,30.52,22.16,24.92,1505.569946,30.129999
58,103.469998,732803,81.190002,8.15,37.09,21.98,30.68,22.09,24.799999,1509.359985,30.24
59,104.909998,732804,81.059998,8.37,36.919998,22.040001,30.700001,22.01,24.93,1507.319946,30.17
60,106.629997,732805,79.690002,8.36,37.099998,22.360001,30.68,22.01,24.809999,1512.329956,30.52
61,107.740003,732806,81.209999,8.26,36.799999,22.32,30.57,21.760001,26.219999,1491.469971,29.620001
62,109.619999,732809,81.010002,8.55,37,22.360001,30.84,22.01,26.040001,1505.76001,29.790001
63,109.569998,732810,80.839996,8.72,36.669998,22.08,30.9,21.94,26.75,1503.109985,29.16
64,108.530001,732811,81.25,8.93,36.720001,22.049999,31,21.760001,26.58,1500.75,28.889999
65,107.150002,732812,82.139999,8.78,36.75,22.299999,31.030001,21.57,26.85,1514.01001,28.99
66,110.23,732813,83.419998,8.86,36.799999,22.690001,30.969999,21.849999,27.139999,1512.73999,28.9
67,110.310001,732816,83.400002,8.73,37.310001,22.700001,30.73,21.910001,26.73,1522.75,29.620001
68,112.489998,732817,83.120003,8.78,37.220001,22.889999,30.9,22.46,26.48,1525.099976,29.33
69,114.020006,732818,83.18,8.68,37.5,22.99,30.84,22.99,26.549999,1524.089966,29.1
70,112.810005,732819,82.660004,8.77,37.740002,22.719999,30.540001,23.070001,26.65,1522.099976,28.65
71,112,732820,83.269997,8.56,37.43,22.120001,30.280001,22.61,26.709999,1507.5,28.440001
72,114.450003,732824,82.18,8.53,37.610001,22.17,30.49,22.059999,26.75,1515.550049,28.360001
73,114.299999,732825,83.900002,8.35,37.189999,22.07,30.549999,21.65,27.5,1517.599976,28.190001
74,120.069998,732826,83.559998,8.54,37.779999,22.139999,31.120001,22,27.540001,1530.189941,28.76
75,121.099995,732827,83.959999,8.37,37.68,22.34,30.790001,21.839999,28.299999,1530.619995,28.9
76,118.630005,732830,83.949997,8.34,37.790001,22.24,30.42,21.390001,28.57,1536.280029,28.6
77,121.410002,732831,84.169998,8.28,37.810001,22.120001,30.620001,21.37,28.450001,1539.119995,28.4
78,122.299995,732832,83.400002,8.26,37.299999,21.879999,30.370001,21.339999,28.190001,1530.569946,28.049999
79,124.990004,732833,81.769997,8.28,37.209999,21.32,30.02,22.799999,27.83,1517.359985,27.34
80,125.819996,732834,82.68,8.06,36.799999,21.450001,29.58,24,28.139999,1490.709961,27.02
81,126,732837,82.769997,8.39,37.07,21.75,29.940001,22.25,27.74,1507.640015,27.27
82,119.349995,732838,82.32,8.39,37.349998,21.860001,29.959999,21.02,27.76,1509.119995,27.299999
83,121.149996,732839,83.449997,8.39,37.25,22.27,29.969999,19.500001,28.17,1492.650024,27.120001
84,117.199999,732840,85.07,8.58,37.599998,22.639999,30.35,19.4,28.940001,1515.579956,27.379999
85,120.619997,732841,86.089996,8.76,37.959999,23.98,30.860001,20.05,29.08,1522.969971,27.49
86,123.280005,732844,86.190002,8.92,38.18,24.18,30.690001,20.42,28.620001,1532.900024,27.719999
87,124.689997,732845,85.879997,8.78,37.950001,24.040001,30.48,20.239999,29.139999,1531.02002,29.4
88,123.870005,732846,83.360001,8.71,39.450001,24.219999,30.440001,20.18,27.75,1533.680054,27.889999
89,121.699995,732847,84.199997,8.86,38.950001,23.870001,29.98,19.54,28.059999,1512.5,27.690001
90,123.850004,732848,82.400002,8.8,38.709999,24.190001,30,20.019999,27.629999,1522.189941,27.68
91,124.189999,732851,82.639999,9.24,38.330002,23.75,29.469999,19.75,27.82,1502.560059,27.6
92,123.979994,732852,81.32,9.09,38.299999,23.58,29.549999,19.96,27.42,1497.680054,27.73
93,120.609997,732853,83.809998,8.97,37.82,23.290001,29.360001,19.54,28.02,1492.619995,27.51
94,122.359997,732854,84.150002,9.34,38.150002,24.129999,29.860001,20.69,28.26,1506.319946,27.440001
95,121.970001,732855,84.5,9.6,38.23,23.959999,29.870001,20.07,28.200001,1505.699951,27.209999
96,121.049994,732858,85,9.57,38.419998,23.879999,29.67,19.500001,29.110001,1504.660034,27.190001
97,122.000002,732859,85.389999,9.48,38.360001,24.309999,29.790001,19.61,28.860001,1519.119995,26.950001
98,128.799997,732861,85.629997,9.36,38.580002,24.48,30.049999,19.949999,28.84,1524.859985,26.92
99,133.130003,732862,86.529999,9.2,38.48,24.52,29.91,19.84,28.860001,1524.959961,27.01
100,132.379999,732865,86.949997,9.16,38.560001,24.809999,29.860001,20.5,28.950001,1530.430054,26.92
101,128.879999,732866,86.400002,9.15,38.450001,24.780001,29.700001,20.41,28.799999,1531.849976,27.09
102,132.070005,732867,87.699997,9.1,37.799999,24.82,29.24,20.239999,29.67,1509.930054,27.030001
103,133.850006,732868,89.699997,8.93,38.439999,24.75,29.559999,20.010001,30.280001,1518.73999,26.700001
104,135.030006,732869,89.330002,8.98,39.630001,25.799999,29.940001,20.019999,29.98,1547.680054,26.870001
105,138.390003,732872,90.169998,9.01,39.599998,25.93,29.76,20.239999,29.99,1552.5,26.48
106,138.300001,732873,88.82,8.88,40.009998,26.059999,30.02,20.029999,29.84,1549.52002,26.74
107,138.189999,732874,91.540001,8.68,40.32,24.959999,30.51,20.239999,29.809999,1549.199951,26.07
108,140.299994,732875,92.010002,8.75,40.580002,25.129999,31.049999,20,29.620001,1546.130005,26.32
109,141.649998,732876,91.93,8.62,40.439999,25.280001,31.15,19.940001,29.059999,1553.189941,25.700001
110,143.309996,732879,92.519997,8.46,40.299999,24.620001,31.360001,18.040001,28.889999,1534.060059,25.43
111,138.880001,732880,91.239998,8.4,40.630001,24.41,31.01,16.580001,28.610001,1541.569946,24.799999
112,137.350006,732881,90.410004,8.32,40.57,24.68,30.99,16.650001,27.370001,1511.030029,25.01
113,145.910002,732882,87.910004,8.11,40.009998,24.34,30.24,16.69,28.209999,1518.089966,24.4
114,146.189995,732883,86,8.18,39.610001,23.889999,29.93,17.86,28.700001,1482.439941,23.98
115,144.330006,732886,86.769997,8.33,39.029999,23.620001,29.41,17.109999,28.940001,1458.930054,23.549999
116,142.970001,732887,84.989998,8.92,39.540001,24.1,29.709999,17.7,28.26,1473.900024,23.879999
117,133.640001,732888,85.75,8.48,38.599998,23.559999,28.950001,17.249999,30.57,1455.180054,23.17
118,136.650003,732889,84.620003,8.45,39,23.77,29.190001,17.15,30.440001,1465.459961,22.65
119,135.259998,732890,81.949997,8.4,38.849998,24.27,29.450001,17.2,29.93,1472.180054,23.200001
120,132.899998,732893,83.150002,8.12,38.23,24.049999,29.049999,17.22,29.809999,1433.040039,23.030001
121,134.940004,732894,85.709999,8.16,38.889999,24.040001,29.33,17.450001,30.48,1467.619995,22.75
122,136.760006,732895,85.690002,8.4,39.5,24.33,29.719999,17.43,30.15,1476.219971,23.459999
123,131.109997,732896,82.510002,8.59,39.669998,24.32,29.639999,17.029999,29.440001,1497.209961,23.67
124,123.120001,732897,85.239998,8.34,38.5,23.85,28.9,17.900001,30.450001,1453.089966,23.93
125,128.32,732900,83.339996,8.38,38.57,24.190001,28.940001,18,30.49,1453.420044,24.209999
126,128.289999,732901,83.269997,8.4,38.169998,24.059999,28.77,17.329999,29.25,1452.869995,24.690001
127,122.740005,732902,80.849998,8.11,37.580002,23.780001,28.24,17.530001,28.4,1426.150024,23.559999
128,117.009995,732903,82.290001,7.92,36.509998,23.23,27.879999,17.15,29.559999,1406.640015,23
129,122.010002,732904,83.849998,7.92,38.110001,23.9,28.09,17.95,29.870001,1411.26001,23.26
130,123.959993,732907,84.5,7.89,38.490002,23.799999,28.18,17.49,29.530001,1445.939941,23.639999
131,122.209993,732908,83.730003,7.97,38.029999,23.91,28.1,17.35,30.52,1445.550049,23.25
132,131.219999,732909,84.050003,8,38.650002,24.1,28.27,17.49,30.450001,1447.030029,23.219999
133,133.090002,732910,83.75,7.88,39.209999,24.290001,28.280001,17.3,30.5,1464.050049,23.35
134,130.529997,732911,85.110001,7.73,39.040001,24.190001,28.209999,17.19,30.879999,1462.339966,23.030001
135,133.389996,732914,84.860001,7.91,39.259998,24.709999,28.610001,17.74,30.629999,1479.359985,23.59
136,130.989994,732915,83.489998,7.75,38.830002,24.25,28.299999,17.160001,31.469999,1466.719971,22.950001
137,129.879995,732916,84.93,7.6,38.240002,24.290001,28.129999,17.05,32.509998,1432.01001,22.6
138,132.670006,732917,86.540001,7.63,38.32,24.91,28.42,17.27,33.130001,1463.670044,22.49
139,139.490002,732918,85.309998,7.8,38.799999,25.559999,28.700001,17.35,32.860001,1457.609985,22.809999
140,139.939999,732922,86.910004,7.78,38.84,25.82,28.5,17.979999,33.580002,1473.959961,23.299999
141,144.969994,732923,87.669998,7.9,38.77,25.99,28.65,18.059999,33.84,1488.76001,24.1
142,135.560005,732924,86.720001,7.8,38.810001,26.02,28.559999,17.759999,34.029999,1472.030029,24.219999
143,132.010004,732925,85.669998,7.65,38.91,25.690001,28.620001,17.689999,34.619999,1478.550049,23.76
144,136.989998,732928,85.190002,7.6,38.799999,25.92,28.67,18.01,34.57,1453.5,23.85
145,137.900005,732929,86.769997,7.55,39.200001,25.51,28.629999,17.34,33.84,1451.689941,23.309999
146,135.990002,732930,87.849998,7.55,39.389999,25.51,28.809999,17.600001,33.990002,1471.099976,23.639999
147,138.83,732931,88.099998,7.64,40.009998,25.57,29.120001,17.3,33.799999,1471.469971,23.6
148,136.570002,732932,88.5,7.83,40.240002,24.940001,28.98,17.26,34.419998,1483.949951,23.690001
149,138.990004,732935,89.620003,8.09,40.080002,24.870001,28.790001,18.349999,34.599998,1484.23999,24.5
150,139.060005,732936,92.300003,8.36,40.360001,24.950001,28.700001,18.5,36.34,1476.630005,25.059999
151,143.020002,732937,92.419998,8.45,41.77,25.629999,28.870001,19.500001,36.740002,1519.75,25.09
152,140.150003,732938,92.870003,8.25,41.5,25.51,28.48,19.200001,37.060001,1528.689941,25.280001
153,141.139999,732939,92.080002,8.34,41.610001,26.01,28.690001,19.75,36.75,1518.75,25.540001
154,146.729994,732942,90.68,8.47,41.25,25.98,28.809999,19.200001,36.450001,1525.75,26.129999
155,146.839996,732943,92.43,8.4,40.75,25.83,29.139999,19.299999,37.560001,1516.339966,25.700001
156,154.469997,732944,92.900002,8.68,41.18,25.98,29.68,21,37.950001,1518.619995,26.700001
157,153.769995,732945,93.129997,8.9,41.400002,26.09,29.700001,21.779999,38.009998,1527.319946,26.950001
158,153.440001,732946,92.449997,8.63,41.259998,25.719999,29.49,21.400001,36.740002,1531.23999,26.49
159,154.630001,732949,93.32,8.56,41.279999,26.040001,29.459999,20.7,37.200001,1527.290039,26.76
160,156.550005,732950,91.629997,8.39,42.029999,26.280001,29.700001,21.250001,36.830002,1546.959961,27.200001
161,157.780006,732951,91.339996,8.54,41.950001,25.889999,29.709999,21.02,35.950001,1545.800049,27.16
162,157.999998,732952,91.199997,8.47,41.709999,25.799999,29.559999,20.880001,36.740002,1539.910034,27.190001
163,158.370007,732953,90.599998,8.38,41.93,25.799999,29.889999,21.23,36.029999,1543.839966,27.780001
164,163.490004,732956,90.989998,8.39,41.740002,25.5,29.66,21.769999,35.860001,1556.51001,28.01
165,170.199997,732957,91.690002,8.22,41.509998,25.68,30.030001,22.25,36.529999,1553.180054,28.35
166,167.550003,732958,93.599998,8.31,41.919998,25.879999,30.040001,22.67,38.02,1564.97998,28.43
167,169.489994,732959,93.099998,8.32,41.950001,25.870001,30.299999,23.41,37.029999,1564.719971,28.440001
168,163.010006,732960,94.150002,8.81,40.860001,25.6,30.030001,22.850001,37.009998,1555.410034,27.76
169,167.98,732963,94.739998,9.2,40.900002,25.639999,30.1,23.9,36.110001,1562.25,28.32
170,165.539997,732964,95.080002,8.9,40.779999,25.719999,30.24,24.249999,35.889999,1547.810059,27.370001
171,172.690001,732965,94.629997,8.92,40.93,26.790001,30.75,23.800001,38.049999,1544.439941,29.1
172,171.5,732966,94.699997,8.67,40.93,26.51,31.219999,23.91,37.59,1539.290039,28.59
173,174.239996,732967,91.169998,8.73,40.529999,26.84,31.09,24.29,36.779999,1540,29.360001
174,170.35,732970,91.470001,8.26,39.84,25.950001,30.120001,22.75,38.080002,1497.790039,28.93
175,188.560003,732971,90.870003,8.48,40.259998,26.620001,30.709999,25.789999,38.720001,1509.300049,30.120001
176,185.809994,732972,92.489998,8.57,40.419998,26.33,30.85,25.29,38.779999,1516.609985,30.68
177,184.869999,732973,92.739998,8.6,40.380001,26.18,31.57,25.119999,39.900002,1516.150024,30.75
178,185.289995,732974,92.360001,8.67,40.349998,26.26,36.009998,25.550001,39.290001,1522.170044,32.43
179,185.449999,732977,92.93,8.7,40.470001,26.049999,34.849998,25.74,39.369999,1536.920044,34.07
180,186.180002,732978,91.459999,8.77,40.490002,26.110001,34.369999,26.140001,39.119999,1539.420044,31.549999
181,187.629995,732979,89.830002,8.82,40.619999,26.370001,35.52,26.48,39.75,1532.150024,31.5
182,188.600004,732980,88.690002,8.77,40.889999,26.700001,36.529999,26.47,39.209999,1545.790039,30.860001
183,189.210005,732981,87.019997,8.65,40.5,26.75,37.220001,26.05,39.369999,1511.069946,30.540001
184,185.289995,732984,87.760002,8.99,39.950001,26.58,36.759998,26.05,40.59,1505.609985,30.709999
185,187.049995,732985,89.779999,8.75,40.200001,26.959999,36.59,26.439999,41.700001,1505.329956,31.76
186,190.609997,732986,88.010002,8.5,39.900002,27.24,36.040001,26.9,40.75,1515.459961,29.27
187,186.67,732987,88.940002,8.55,39.200001,26.889999,35.599998,26.74,39.040001,1475.27002,28.110001
188,171.150005,732988,86.239998,8.39,38.52,25.360001,34.18,26.83,37.799999,1467.589966,26.129999
189,165.280005,732991,84.349998,8.29,38.240002,25.41,33.32,25.15,37.900002,1453.660034,25.799999
190,160.849997,732992,87.459999,8.07,38.5,25.59,33.540001,24.600001,39.490002,1441.349976,25.530001
191,177.159996,732993,85.699997,8.07,39.900002,26.5,34.619999,25.59,38.07,1483.400024,26.42
192,166.390003,732994,85.160004,7.98,38.93,25.84,33.759998,24.72,38.419998,1468.040039,24.940001
193,165.300005,732995,84.629997,7.94,38.5,25.530001,33.860001,24.039999,38.860001,1453.089966,25.66
194,166.099997,732998,84.980003,7.65,38.48,25.450001,33.959999,23.57,39.599998,1456.699951,27.110001
195,165.67,732999,87.959999,7.46,38.150002,25.35,34.23,22.930001,38.330002,1434.51001,26.93
196,165.840004,733000,87.050003,7.05,37.650002,25.23,34.400002,22.52,38.380001,1434.709961,26.110001
197,171.999998,733002,88.120003,7.12,37.369999,24.780001,34.360001,21.73,39.279999,1417.619995,25.98
198,173.589994,733005,85.230003,7.28,37.75,25.040001,34.09,21.75,37.959999,1440.73999,26.08
199,175.220005,733006,86.879997,7.11,36.849998,24.75,33.27,21.610001,39.02,1409.589966,25.18
200,176.820002,733007,87.5,7.14,37.689999,25.540001,33.380001,22.499999,39.57,1432.949951,26.030001
201,179.429995,733008,88.519997,7.36,38.290001,26.07,33.580002,22.82,40.380001,1467.410034,26.01
202,187.340002,733009,88.970001,7.41,38.669998,26.66,33.919998,23.55,40.009998,1471.829956,26.959999
203,181.859997,733012,88.18,7.52,38.200001,26.030001,33.5,24,39.110001,1479.630005,26.639999
204,177.149996,733013,88.760002,7.2,36.720001,25.84,32.740002,23.78,39.09,1471.339966,26.139999
205,182.889994,733014,89.889999,7.13,36.599998,26.889999,33.139999,23.32,39.080002,1465.219971,26.629999
206,186.190002,733015,91.25,7.04,36.700001,27.219999,34.259998,23.48,39.450001,1484.589966,25.879999
207,190.539995,733016,91.75,7.05,37.25,27.77,34.610001,23.889999,39.98,1508.599976,25.860001
208,193.589998,733019,92.360001,7.1,37.259998,27.559999,34.639999,23.589999,40.27,1505.109985,25.51
209,194.749998,733020,91.769997,7.14,37.400002,27.790001,34.73,23.5,40.080002,1516.680054,25.15
210,193.439995,733021,91.290001,7.1,37.950001,27.43,34.610001,23.75,38.860001,1487.579956,24.82
211,190.190001,733022,92.160004,7,37,26.98,34.48,22.89,37.75,1483.27002,24.389999
212,190.370005,733023,90.650002,6.92,37.48,26.82,35.049999,22.96,36.900002,1486.189941,24.129999
213,190.719999,733026,90.720001,6.88,36.82,26.23,35.029999,23.309999,36.32,1465.050049,23.799999
214,186.519997,733027,91.059998,6.85,36.68,25.92,34.639999,23.27,36.470001,1445.920044,23.219999
215,182.979996,733028,91.519997,6.8,36.779999,25.85,34.689999,24.08,36.970001,1454.699951,22.92
216,185.429998,733029,92.739998,6.76,36.599998,26.530001,35.290001,25.02,38.48,1456.420044,23.5
217,190.119999,733030,93.510002,6.8,36.709999,26.76,35.900002,27.890001,38.91,1463.189941,23.879999
218,195.030005,733033,93.68,6.75,37.400002,26.82,36.130001,28.099999,38.400002,1484.550049,24.01
219,199.010002,733035,94.809998,6.71,37.41,27.200001,36.41,27.71,39.369999,1495.119995,23.85
220,198.950001,733036,94.050003,6.87,37.400002,27.360001,36.349998,28,39.18,1495.050049,23.6
221,200.589998,733037,94.610001,6.85,37.349998,27.110001,36.099998,27.450001,38.599998,1479.829956,23.66
222,199.5,733040,94.150002,6.67,37.299999,26.629999,35.900002,26.949999,38.34,1475.25,23.219999
223,199.269995,733042,93.860001,6.73,37.099998,26.280001,35.790001,26.56,38.09,1467.969971,23.799999
224,195.41,733043,93.239998,6.66,36.810001,25.370001,35.220001,27.94,37.189999,1447.550049,23.860001
225,191.450003,733044,92.5,6.38,36.540001,23.459999,35.189999,26.04,36.139999,1444.01001,23.809999
226,181.249996,733047,91.860001,6.21,36.209999,22.799999,34.549999,24.71,35.48,1414.069946,23.120001
227,180.139997,733048,90.110001,6.25,36.43,22.92,34.709999,24.8,34.189999,1415.709961,23.280001
228,171.299995,733049,90.75,6.11,35.48,22.4,33.360001,23.210001,33.849998,1390.25,22.469999
229,177.580006,733050,91.010002,6,35.599998,22.57,34.349998,22.640001,34.77,1406.780029,23.190001
230,175.999996,733051,90.839996,6.18,35.560001,22.25,34.139999,24.5,35.639999,1419.910034,23.809999
231,177.520004,733054,89.889999,6.12,35.759998,22.889999,34.459999,23.86,35.639999,1402.910034,23.51
232,177.719995,733055,88.449997,6.12,35.259998,23,34.029999,22.62,34.73,1411.880005,23
233,165.230003,733056,87.470001,6.02,34.330002,20.030001,33.419998,21.549999,34.110001,1377.410034,22.200001
234,161.509998,733057,84,5.92,34.740002,20.02,33.540001,21.919999,33.299999,1374.790039,22
235,161.710003,733058,80,5.81,33.919998,19.389999,33.16,21.81,30.049999,1333.900024,21.27
236,148.059998,733062,80.010002,5.53,33.200001,18.200001,31.540001,21.23,30.24,1312.939941,19.290001
237,136.190006,733063,84.290001,5.83,33.75,18.33,31.48,22.050001,34.59,1310.410034,19.25
238,139.99,733064,86.699997,6.4,34.650002,20.15,32.349998,23.64,36.419998,1340.130005,20.440001
239,138.990004,733065,83.5,6.31,34.950001,21.27,34.900002,22.279999,34.310001,1357.319946,22.24
240,128.159996,733068,85.220001,6.5,34.310001,19.879999,33.02,22.139999,34.279999,1330.699951,21.559999
241,131.149998,733069,84.540001,6.8,34.970001,20.440001,32.849998,23.070001,34.959999,1355.939941,20.870001
242,131.370003,733070,84.220001,6.67,34.68,20.360001,32.560001,23.369999,35.169998,1362.219971,18.620001
243,129.449999,733071,87.699997,6.68,34.610001,20.440001,31.91,22.55,37.110001,1351.97998,18.870001
244,136.239994,733072,86.040001,6.69,35.59,21.4,31.059999,24.81,37.41,1378.599976,28.68
245,134.210001,733075,84.110001,6.85,36.169998,21.74,30.49,25.39,35.77,1395.380005,28.33
246,130.429995,733076,82.690002,6.6,35.09,20.690001,29.91,25.480001,35.060001,1380.280029,28.780001
247,130.830004,733077,80.970001,6.36,34.459999,20.139999,29.280001,25.8,33.900002,1339.47998,29.110001
248,119.969995,733078,82,6.26,34.080002,19.66,28.34,25.61,34.75,1324.01001,28.629999
249,122.080004,733079,81.849998,6.14,34.110001,19.959999,28.290001,26.45,35.549999,1336.880005,28.98
250,128.010006,733082,83.599998,6.11,33.939999,20.4,28.52,26.96,36.869999,1331.920044,29.889999
251,130.700001,733083,84.709999,6.36,34.25,20.700001,28.43,26.99,36.91,1340.550049,29.809999
252,126.680002,733084,85.650002,6.52,34.650002,21.059999,28.620001,27.07,37.279999,1353.119995,29.780001
253,129.399998,733085,85.190002,6.56,34.990002,20.959999,28.879999,26.92,35.939999,1367.329956,29.98
254,126.270006,733086,86.519997,6.44,34.360001,20.309999,28.309999,26.55,36.830002,1347.52002,29.950001
255,125.99,733090,86.309998,6.5,34.560001,20.4,28.799999,26.33,35.959999,1355.859985,29.34
256,122.200006,733091,87.709999,6.43,34.049999,20.18,28.15,26.47,36.84,1348.390015,28.709999
257,126.050001,733092,87.459999,6.42,34.360001,20.610001,28.620001,27.5,36.490002,1362.209961,28.76
258,122.48,733093,87.169998,6.24,33.709999,20.469999,28.24,27.7,36.689999,1344.219971,28.360001
259,118.590004,733096,88.75,6.26,33.549999,19.75,27.65,27.71,37.009998,1352.75,28.42
260,117.639996,733097,89.400002,6.44,34.07,19.799999,27.74,27.810001,37.610001,1371.76001,27.93
261,118.229996,733098,89.120003,6.49,33.799999,20.24,28.190001,30.589999,38.07,1378.949951,28.33
262,127.200001,733099,88.769997,6.53,33.98,20.540001,28.02,31.619999,36.889999,1378.160034,27.98
263,129.289995,733100,86.830002,6.57,33.740002,20.33,27.690001,31.830001,35.650002,1364.069946,27.940001
264,124.440004,733103,87.470001,6.42,33.34,20.059999,27.24,31.749999,34.150002,1330.449951,27.73
265,121.990002,733104,86.800003,6.1,33.169998,19.65,27.02,30.559999,34.599998,1329.579956,27.799999
266,123.579998,733105,86.93,6.17,33.73,20.040001,27.75,31.680001,34.349998,1327.689941,28
267,124.609995,733106,83.910004,6.08,33.540001,20.1,28.059999,31.66,33.200001,1332.199951,28.639999
268,120.410006,733107,82.75,5.88,32.669998,19.809999,27.34,30.520001,33.32,1301.530029,28.58
269,121.980001,733110,83.959999,5.85,32.439999,20.110001,27.83,32.000001,31.67,1293.160034,28.870001
